"Date","Close","Open","High","Low","Volume"
"3/22/2012","1300","1294.3","1322.5","1294.3","7250000"
"3/23/2012","1300","1294.3","1316.9","1294.3","7120000"
"3/26/2012","1294.3","1311.2","1311.2","1294.3","6030000"
"3/27/2012","1288.7","1288.7","1305.6","1283.1","14090000"
"3/28/2012","1283.1","1271.8","1288.7","1271.8","4130000"
"3/29/2012","1283.1","1277.5","1294.3","1277.5","6410000"
"3/30/2012","1300","1294.3","1311.2","1288.7","10010000"
"4/3/2012","1311.2","1316.9","1316.9","1300","5260000"
"4/4/2012","1294.3","1322.5","1322.5","1288.7","5610000"
"4/5/2012","1322.5","1288.7","1356.2","1288.7","9980000"
"4/6/2012","1305.6","1345","1345","1305.6","4950000"
"4/9/2012","1305.6","1322.5","1345","1300","9420000"
"4/10/2012","1328.1","1294.3","1350.6","1294.3","12310000"
"4/11/2012","1390","1350.6","1390","1339.4","42240000"
"4/12/2012","1457.5","1457.5","1457.5","1435","29820000"
"4/13/2012","1451.9","1474.4","1480.1","1451.9","19920000"
"4/16/2012","1519.4","1446.3","1519.4","1440.7","9670000"
"4/17/2012","1496.9","1508.2","1530.7","1474.4","22390000"
"4/18/2012","1446.3","1491.3","1508.2","1435","31830000"
"4/19/2012","1406.9","1418.2","1457.5","1406.9","21060000"
"4/20/2012","1406.9","1406.9","1446.3","1390","8010000"
"4/23/2012","1401.3","1406.9","1446.3","1395.6","7170000"
"4/24/2012","1429.4","1406.9","1435","1390","9230000"
"4/25/2012","1480.1","1457.5","1491.3","1440.7","8640000"
"4/26/2012","1446.3","1480.1","1480.1","1446.3","10860000"
"4/27/2012","1463.2","1457.5","1463.2","1440.7","6520000"
"5/2/2012","1418.2","1457.5","1463.2","1412.5","9220000"
"5/3/2012","1412.5","1418.2","1423.8","1390","7410000"
"5/4/2012","1457.5","1412.5","1463.2","1412.5","5760000"
"5/7/2012","1474.4","1463.2","1491.3","1451.9","13040000"
"5/8/2012","1519.4","1474.4","1547.6","1468.8","20690000"
"5/9/2012","1513.8","1525.1","1542","1491.3","9660000"
"5/10/2012","1519.4","1508.2","1547.6","1508.2","9220000"
"5/11/2012","1525.1","1519.4","1553.2","1519.4","15120000"
"5/14/2012","1451.9","1525.1","1525.1","1451.9","11270000"
"5/15/2012","1401.3","1451.9","1463.2","1401.3","14740000"
"5/16/2012","1384.4","1423.8","1423.8","1384.4","12020000"
"5/17/2012","1373.1","1356.2","1412.5","1356.2","8040000"
"5/18/2012","1350.6","1390","1390","1322.5","12980000"
"5/21/2012","1390","1350.6","1406.9","1350.6","5950000"
"5/22/2012","1390","1390","1406.9","1378.8","2870000"
"5/23/2012","1384.4","1406.9","1406.9","1373.1","7830000"
"5/24/2012","1356.2","1350.6","1378.8","1339.4","8800000"
"5/25/2012","1406.9","1418.2","1418.2","1378.8","5980000"
"5/28/2012","1390","1406.9","1440.7","1384.4","1390000"
"5/29/2012","1373.1","1395.6","1395.6","1356.2","3500000"
"5/30/2012","1356.2","1356.2","1401.3","1350.6","2040000"
"5/31/2012","1350.6","1356.2","1356.2","1339.4","5770000"
"6/1/2012","1350.6","1356.2","1356.2","1339.4","4640000"
"6/4/2012","1294.3","1305.6","1339.4","1294.3","8520000"
"6/5/2012","1294.3","1288.7","1311.2","1288.7","9550000"
"6/6/2012","1328.1","1322.5","1328.1","1300","4930000"
"6/7/2012","1356.2","1311.2","1373.1","1311.2","4840000"
"6/8/2012","1350.6","1390","1390","1345","2250000"
"6/11/2012","1350.6","1367.5","1367.5","1350.6","1720000"
"6/12/2012","1345","1345","1356.2","1345","2710000"
"6/13/2012","1333.7","1345","1350.6","1333.7","4090000"
"6/14/2012","1328.1","1350.6","1350.6","1328.1","4510000"
"6/15/2012","1390","1356.2","1390","1339.4","12370000"
"6/18/2012","1406.9","1384.4","1423.8","1384.4","2130000"
"6/19/2012","1367.5","1378.8","1401.3","1367.5","2860000"
"6/20/2012","1367.5","1361.9","1378.8","1361.9","1200000"
"6/21/2012","1367.5","1339.4","1373.1","1339.4","1140000"
"6/22/2012","1367.5","1350.6","1367.5","1350.6","1160000"
"6/25/2012","1367.5","1367.5","1373.1","1350.6","1920000"
"6/26/2012","1350.6","1345","1356.2","1345","1840000"
"6/27/2012","1373.1","1345","1373.1","1345","1600000"
"6/28/2012","1350.6","1345","1373.1","1345","883560"
"6/29/2012","1350.6","1378.8","1378.8","1350.6","724800"
"7/2/2012","1345","1350.6","1361.9","1345","1710000"
"7/3/2012","1322.5","1345","1345","1316.9","6970000"
"7/4/2012","1322.5","1322.5","1345","1322.5","950960"
"7/5/2012","1316.9","1316.9","1328.1","1311.2","876400"
"7/6/2012","1305.6","1350.6","1350.6","1300","1340000"
"7/9/2012","1294.3","1305.6","1322.5","1288.7","3920000"
"7/10/2012","1271.8","1266.2","1300","1266.2","5060000"
"7/11/2012","1271.8","1243.7","1294.3","1243.7","1870000"
"7/12/2012","1288.7","1271.8","1316.9","1271.8","916600"
"7/13/2012","1311.2","1294.3","1322.5","1288.7","3940000"
"7/16/2012","1294.3","1311.2","1316.9","1294.3","3120000"
"7/17/2012","1300","1283.1","1311.2","1283.1","10260000"
"7/18/2012","1300","1322.5","1322.5","1288.7","1240000"
"7/19/2012","1316.9","1300","1322.5","1294.3","4940000"
"7/20/2012","1294.3","1333.7","1339.4","1294.3","4840000"
"7/23/2012","1305.6","1316.9","1328.1","1300","3030000"
"7/24/2012","1294.3","1300","1311.2","1288.7","3900000"
"7/25/2012","1294.3","1294.3","1300","1288.7","3680000"
"7/26/2012","1294.3","1294.3","1311.2","1294.3","3300000"
"7/27/2012","1294.3","1311.2","1311.2","1288.7","1360000"
"7/30/2012","1294.3","1255","1294.3","1255","1440000"
"7/31/2012","1294.3","1311.2","1311.2","1294.3","1950000"
"8/1/2012","1283.1","1294.3","1294.3","1271.8","793660"
"8/2/2012","1277.5","1271.8","1294.3","1271.8","173530"
"8/3/2012","1288.7","1283.1","1288.7","1283.1","138730"
"8/6/2012","1288.7","1277.5","1311.2","1277.5","1570000"
"8/7/2012","1288.7","1288.7","1294.3","1283.1","558290"
"8/8/2012","1288.7","1294.3","1294.3","1283.1","2460000"
"8/9/2012","1305.6","1288.7","1305.6","1288.7","934880"
"8/10/2012","1283.1","1294.3","1294.3","1283.1","493680"
"8/13/2012","1283.1","1277.5","1283.1","1277.5","462100"
"8/14/2012","1288.7","1283.1","1294.3","1277.5","955200"
"8/15/2012","1283.1","1288.7","1288.7","1283.1","1090000"
"8/16/2012","1277.5","1277.5","1288.7","1277.5","529640"
"8/17/2012","1283.1","1271.8","1288.7","1271.8","1630000"
"8/20/2012","1288.7","1288.7","1288.7","1283.1","1350000"
"8/21/2012","1226.8","1288.7","1288.7","1226.8","7720000"
"8/22/2012","1176.2","1176.2","1204.3","1170.5","3460000"
"8/23/2012","1119.9","1125.5","1176.2","1119.9","6090000"
"8/24/2012","1148","1069.2","1170.5","1069.2","3840000"
"8/27/2012","1091.8","1108.6","1114.3","1091.8","5310000"
"8/28/2012","1119.9","1091.8","1125.5","1091.8","1660000"
"8/29/2012","1170.5","1159.3","1170.5","1153.7","497040"
"8/30/2012","1215.6","1221.2","1221.2","1181.8","1360000"
"8/31/2012","1215.6","1215.6","1215.6","1159.3","1820000"
"9/4/2012","1238.1","1215.6","1238.1","1215.6","1190000"
"9/5/2012","1221.2","1209.9","1226.8","1193","815290"
"9/6/2012","1209.9","1193","1215.6","1193","539440"
"9/7/2012","1204.3","1204.3","1209.9","1198.7","1590000"
"9/10/2012","1148","1193","1193","1148","5040000"
"9/11/2012","1103","1119.9","1131.1","1103","1840000"
"9/12/2012","1097.4","1103","1114.3","1091.8","2550000"
"9/13/2012","1148","1091.8","1148","1091.8","2810000"
"9/14/2012","1204.3","1193","1204.3","1181.8","1150000"
"9/17/2012","1260.6","1209.9","1260.6","1204.3","3350000"
"9/18/2012","1198.7","1294.3","1322.5","1198.7","10210000"
"9/19/2012","1226.8","1209.9","1255","1204.3","4300000"
"9/20/2012","1170.5","1226.8","1226.8","1170.5","6190000"
"9/21/2012","1226.8","1187.4","1226.8","1187.4","12670000"
"9/24/2012","1170.5","1226.8","1226.8","1170.5","3840000"
"9/25/2012","1131.1","1125.5","1170.5","1119.9","8690000"
"9/26/2012","1125.5","1103","1131.1","1103","4460000"
"9/27/2012","1108.6","1125.5","1125.5","1108.6","1480000"
"9/28/2012","1086.1","1108.6","1108.6","1086.1","3300000"
"10/1/2012","1136.8","1131.1","1136.8","1097.4","9430000"
"10/2/2012","1125.5","1108.6","1131.1","1108.6","87710"
"10/3/2012","1170.5","1164.9","1181.8","1131.1","2620000"
"10/4/2012","1198.7","1170.5","1226.8","1170.5","4650000"
"10/5/2012","1215.6","1238.1","1238.1","1204.3","1440000"
"10/8/2012","1226.8","1187.4","1232.4","1187.4","1150000"
"10/9/2012","1204.3","1209.9","1226.8","1204.3","1490000"
"10/10/2012","1204.3","1209.9","1215.6","1170.5","257440"
"10/11/2012","1215.6","1238.1","1249.3","1209.9","1060000"
"10/12/2012","1215.6","1193","1226.8","1187.4","697610"
"10/15/2012","1187.4","1204.3","1215.6","1187.4","598640"
"10/16/2012","1232.4","1181.8","1232.4","1181.8","927420"
"10/17/2012","1288.7","1288.7","1288.7","1283.1","4850000"
"10/18/2012","1322.5","1328.1","1328.1","1294.3","2530000"
"10/19/2012","1300","1322.5","1322.5","1294.3","1650000"
"10/22/2012","1300","1311.2","1311.2","1277.5","1120000"
"10/23/2012","1322.5","1322.5","1345","1322.5","1860000"
"10/24/2012","1311.2","1322.5","1322.5","1294.3","2220000"
"10/25/2012","1340.6","1361.8","1361.8","1333.6","3750000"
"10/26/2012","1368.9","1375.9","1375.9","1347.7","1590000"
"10/29/2012","1333.6","1333.6","1361.8","1333.6","643350"
"10/30/2012","1326.5","1354.7","1354.7","1326.5","885420"
"10/31/2012","1312.4","1326.5","1333.6","1312.4","738500"
"11/1/2012","1284.2","1291.2","1319.5","1284.2","1570000"
"11/2/2012","1227.7","1220.7","1263","1220.7","1120000"
"11/5/2012","1206.6","1199.5","1270.1","1199.5","647370"
"11/6/2012","1213.6","1206.6","1213.6","1199.5","551980"
"11/7/2012","1270.1","1220.7","1270.1","1220.7","782720"
"11/8/2012","1312.4","1263","1312.4","1256","1830000"
"11/9/2012","1298.3","1312.4","1312.4","1256","437840"
"11/12/2012","1284.2","1284.2","1305.3","1284.2","145950"
"11/13/2012","1256","1277.1","1291.2","1256","326610"
"11/14/2012","1305.3","1263","1312.4","1263","1240000"
"11/15/2012","1326.5","1305.3","1361.8","1305.3","1150000"
"11/16/2012","1312.4","1277.1","1326.5","1277.1","985310"
"11/19/2012","1312.4","1277.1","1319.5","1277.1","93680"
"11/20/2012","1312.4","1333.6","1340.6","1312.4","1500000"
"11/21/2012","1270.1","1326.5","1340.6","1270.1","860930"
"11/22/2012","1319.5","1312.4","1319.5","1312.4","185290"
"11/23/2012","1277.1","1326.5","1326.5","1270.1","333800"
"11/26/2012","1270.1","1270.1","1284.2","1270.1","240850"
"11/27/2012","1291.2","1326.5","1326.5","1284.2","1250000"
"11/28/2012","1291.2","1284.2","1298.3","1270.1","325030"
"11/29/2012","1312.4","1333.6","1333.6","1298.3","1620000"
"11/30/2012","1284.2","1368.9","1368.9","1284.2","3050000"
"12/3/2012","1326.5","1312.4","1326.5","1291.2","3740000"
"12/4/2012","1340.6","1326.5","1361.8","1326.5","3720000"
"12/5/2012","1340.6","1361.8","1361.8","1340.6","1950000"
"12/6/2012","1354.7","1375.9","1375.9","1347.7","3240000"
"12/7/2012","1340.6","1368.9","1368.9","1340.6","2520000"
"12/10/2012","1354.7","1347.7","1354.7","1333.6","724490"
"12/11/2012","1390","1354.7","1390","1340.6","3270000"
"12/12/2012","1397.1","1375.9","1404.1","1354.7","3710000"
"12/13/2012","1375.9","1397.1","1397.1","1361.8","2560000"
"12/14/2012","1354.7","1397.1","1397.1","1347.7","1990000"
"12/17/2012","1404.1","1354.7","1411.2","1354.7","4670000"
"12/18/2012","1383","1425.3","1425.3","1383","4960000"
"12/19/2012","1418.2","1411.2","1439.4","1397.1","7180000"
"12/20/2012","1411.2","1418.2","1418.2","1383","5670000"
"12/21/2012","1460.6","1411.2","1460.6","1368.9","10550000"
"12/24/2012","1446.5","1404.1","1460.6","1397.1","2550000"
"12/25/2012","1481.7","1502.9","1502.9","1446.5","6190000"
"12/26/2012","1453.5","1418.2","1474.7","1418.2","3940000"
"12/27/2012","1474.7","1488.8","1488.8","1453.5","2170000"
"12/28/2012","1481.7","1474.7","1481.7","1460.6","2890000"
"1/2/2013","1488.8","1481.7","1495.9","1467.6","6600000"
"1/3/2013","1502.9","1481.7","1502.9","1467.6","8770000"
"1/4/2013","1552.3","1510","1573.5","1495.9","6940000"
"1/7/2013","1629.9","1495.9","1629.9","1495.9","11280000"
"1/8/2013","1700.5","1693.4","1707.5","1672.3","18030000"
"1/9/2013","1686.4","1629.9","1700.5","1629.9","22870000"
"1/10/2013","1693.4","1629.9","1693.4","1622.9","11730000"
"1/11/2013","1679.3","1693.4","1707.5","1665.2","10350000"
"1/14/2013","1651.1","1637","1665.2","1637","4830000"
"1/15/2013","1644","1629.9","1651.1","1615.8","12050000"
"1/16/2013","1665.2","1644","1728.7","1622.9","28600000"
"1/17/2013","1615.8","1658.1","1665.2","1615.8","10200000"
"1/18/2013","1615.8","1622.9","1622.9","1573.5","4200000"
"1/21/2013","1566.4","1587.6","1615.8","1566.4","8500000"
"1/22/2013","1538.2","1552.3","1566.4","1495.9","9770000"
"1/23/2013","1531.1","1510","1545.3","1510","4190000"
"1/24/2013","1637","1531.1","1637","1531.1","10100000"
"1/25/2013","1672.3","1651.1","1679.3","1637","12300000"
"1/28/2013","1679.3","1679.3","1728.7","1679.3","33660000"
"1/29/2013","1721.6","1679.3","1728.7","1658.1","20120000"
"1/30/2013","1785.2","1728.7","1841.6","1728.7","26470000"
"1/31/2013","1756.9","1771","1785.2","1735.8","14130000"
"2/1/2013","1742.8","1749.9","1749.9","1714.6","13240000"
"2/4/2013","1714.6","1742.8","1749.9","1714.6","13430000"
"2/5/2013","1742.8","1693.4","1771","1686.4","10280000"
"2/6/2013","1820.4","1778.1","1820.4","1764","17660000"
"2/7/2013","1841.6","1855.7","1869.8","1827.5","27320000"
"2/8/2013","1841.6","1862.8","1862.8","1841.6","9170000"
"2/18/2013","1855.7","1848.7","1862.8","1827.5","16110000"
"2/19/2013","1848.7","1848.7","1855.7","1834.5","15960000"
"2/20/2013","1855.7","1834.5","1855.7","1813.4","14910000"
"2/21/2013","1728.7","1855.7","1898","1728.7","28410000"
"2/22/2013","1749.9","1764","1806.3","1700.5","17330000"
"2/25/2013","1792.2","1799.3","1799.3","1742.8","9820000"
"2/26/2013","1686.4","1778.1","1778.1","1686.4","15780000"
"2/27/2013","1672.3","1686.4","1714.6","1615.8","15720000"
"2/28/2013","1707.5","1707.5","1728.7","1679.3","6640000"
"3/1/2013","1693.4","1714.6","1735.8","1693.4","8960000"
"3/4/2013","1580.5","1693.4","1693.4","1580.5","15800000"
"3/5/2013","1538.2","1580.5","1580.5","1517","12170000"
"3/6/2013","1608.8","1566.4","1608.8","1545.3","4410000"
"3/7/2013","1665.2","1644","1707.5","1622.9","17530000"
"3/8/2013","1679.3","1686.4","1693.4","1672.3","3550000"
"3/11/2013","1742.8","1686.4","1742.8","1672.3","9180000"
"3/12/2013","1792.2","1742.8","1792.2","1735.8","25770000"
"3/13/2013","1735.8","1806.3","1806.3","1693.4","10280000"
"3/14/2013","1771","1749.9","1771","1707.5","8340000"
"3/15/2013","1778.1","1771","1785.2","1756.9","12730000"
"3/18/2013","1756.9","1764","1771","1749.9","5840000"
"3/19/2013","1764","1749.9","1764","1742.8","5020000"
"3/20/2013","1778.1","1764","1799.3","1756.9","6060000"
"3/21/2013","1792.2","1785.2","1820.4","1785.2","12890000"
"3/22/2013","1756.9","1799.3","1806.3","1742.8","9770000"
"3/25/2013","1799.3","1764","1799.3","1764","6850000"
"3/26/2013","1813.4","1820.4","1834.5","1799.3","9560000"
"3/27/2013","1799.3","1778.1","1813.4","1764","4830000"
"3/28/2013","1813.4","1792.2","1813.4","1792.2","4320000"
"3/29/2013","1834.5","1792.2","1848.7","1778.1","7730000"
"4/1/2013","1961.6","1834.5","1961.6","1834.5","18530000"
"4/2/2013","2010.9","1975.7","2060.3","1975.7","13860000"
"4/3/2013","1982.7","2003.9","2046.2","1982.7","10090000"
"4/4/2013","1975.7","1961.6","2025.1","1961.6","14840000"
"4/5/2013","2025.1","1975.7","2053.3","1968.6","5840000"
"4/8/2013","2018","2053.3","2067.4","2018","5120000"
"4/9/2013","2018","2018","2060.3","2003.9","5800000"
"4/10/2013","1905.1","2010.9","2039.2","1905.1","11270000"
"4/11/2013","1926.3","1905.1","1968.6","1905.1","11720000"
"4/12/2013","1919.2","1926.3","1954.5","1883.9","9420000"
"4/15/2013","1883.9","1919.2","1919.2","1876.9","9180000"
"4/16/2013","1891","1855.7","1905.1","1820.4","7020000"
"4/17/2013","1891","1898","1905.1","1883.9","5000000"
"4/18/2013","1841.6","1841.6","1883.9","1834.5","7180000"
"4/22/2013","1834.5","1834.5","1841.6","1820.4","2940000"
"4/23/2013","1869.8","1834.5","1869.8","1834.5","4210000"
"4/24/2013","1883.9","1841.6","1926.3","1841.6","5790000"
"4/25/2013","1919.2","1876.9","1926.3","1876.9","2520000"
"4/26/2013","1940.4","1919.2","1954.5","1919.2","4190000"
"5/2/2013","1982.7","1919.2","2003.9","1919.2","6050000"
"5/3/2013","2010.9","1996.8","2025.1","1982.7","4940000"
"5/6/2013","2039.2","2010.9","2046.2","2010.9","3480000"
"5/7/2013","2010.9","2053.3","2053.3","2003.9","3850000"
"5/8/2013","2046.2","2025.1","2046.2","2010.9","3590000"
"5/9/2013","2116.8","2046.2","2137.9","2046.2","7770000"
"5/10/2013","2159.1","2116.8","2187.3","2116.8","5180000"
"5/13/2013","2130.9","2166.2","2180.3","2116.8","1460000"
"5/14/2013","2060.3","2116.8","2123.8","2060.3","6720000"
"5/15/2013","2145","2081.5","2159.1","2067.4","3680000"
"5/16/2013","2152.1","2152.1","2173.2","2137.9","4940000"
"5/17/2013","2116.8","2166.2","2166.2","2116.8","3660000"
"5/20/2013","2208.5","2152.1","2208.5","2116.8","7310000"
"5/21/2013","2215.6","2208.5","2272","2208.5","9590000"
"5/22/2013","2215.6","2236.7","2236.7","2208.5","3520000"
"5/23/2013","2187.3","2215.6","2222.6","2187.3","9580000"
"5/24/2013","2215.6","2173.2","2236.7","2173.2","12000000"
"5/27/2013","2279.1","2229.7","2286.1","2229.7","10160000"
"5/28/2013","2300.2","2286.1","2314.3","2286.1","15010000"
"5/29/2013","2314.3","2321.4","2328.5","2293.2","12080000"
"5/30/2013","2314.3","2321.4","2321.4","2286.1","8270000"
"5/31/2013","2314.3","2328.5","2342.6","2314.3","10860000"
"6/3/2013","2272","2293.2","2293.2","2265","7170000"
"6/4/2013","2222.6","2257.9","2272","2222.6","15740000"
"6/5/2013","2243.8","2222.6","2243.8","2222.6","7400000"
"6/6/2013","2257.9","2243.8","2257.9","2229.7","4140000"
"6/7/2013","2250.8","2257.9","2265","2243.8","3820000"
"6/10/2013","2243.8","2250.8","2272","2222.6","7120000"
"6/11/2013","2215.6","2229.7","2243.8","2215.6","9490000"
"6/12/2013","2152.1","2201.5","2208.5","2152.1","13700000"
"6/13/2013","2194.4","2152.1","2201.5","2152.1","10550000"
"6/14/2013","2173.2","2194.4","2222.6","2173.2","8630000"
"6/17/2013","2109.7","2116.8","2145","2088.6","16720000"
"6/18/2013","2109.7","2095.6","2116.8","2081.5","11020000"
"6/19/2013","2095.6","2088.6","2116.8","2088.6","11420000"
"6/20/2013","2067.4","2081.5","2102.7","2067.4","11370000"
"6/21/2013","1989.8","2039.2","2039.2","1989.8","40880000"
"6/24/2013","1996.8","2010.9","2046.2","1989.8","8410000"
"6/25/2013","1912.2","1989.8","1996.8","1869.8","8250000"
"6/26/2013","1912.2","1905.1","1919.2","1891","13840000"
"6/27/2013","2010.9","1926.3","2010.9","1905.1","5830000"
"6/28/2013","1989.8","2025.1","2039.2","1982.7","5890000"
"7/1/2013","1954.5","1975.7","1975.7","1933.3","2630000"
"7/2/2013","2003.9","1940.4","2003.9","1940.4","2330000"
"7/3/2013","1989.8","2003.9","2010.9","1989.8","4380000"
"7/4/2013","1954.5","1989.8","2003.9","1954.5","4480000"
"7/5/2013","1975.7","1982.7","2003.9","1968.6","7080000"
"7/8/2013","1947.4","1975.7","1982.7","1940.4","7330000"
"7/9/2013","1954.5","1926.3","1961.6","1926.3","1250000"
"7/10/2013","1947.4","1954.5","1968.6","1947.4","2680000"
"7/11/2013","1933.3","1954.5","1954.5","1933.3","3880000"
"7/12/2013","2032.1","1933.3","2032.1","1933.3","6630000"
"7/15/2013","2088.6","2102.7","2109.7","2067.4","9360000"
"7/16/2013","2074.4","2088.6","2109.7","2074.4","5400000"
"7/17/2013","2074.4","2074.4","2081.5","2060.3","2930000"
"7/18/2013","2130.9","2074.4","2145","2067.4","10620000"
"7/19/2013","2159.1","2130.9","2159.1","2130.9","7260000"
"7/22/2013","2166.2","2187.3","2194.4","2137.9","8050000"
"7/23/2013","2215.6","2173.2","2229.7","2173.2","9860000"
"7/24/2013","2173.2","2215.6","2222.6","2152.1","11630000"
"7/25/2013","2137.9","2173.2","2187.3","2137.9","6610000"
"7/26/2013","2130.9","2130.9","2145","2116.8","6460000"
"7/29/2013","2088.6","2123.8","2130.9","2088.6","4280000"
"7/30/2013","2152.1","2074.4","2152.1","2074.4","2690000"
"7/31/2013","2137.9","2152.1","2152.1","2116.8","3000000"
"8/1/2013","2137.9","2109.7","2145","2109.7","3280000"
"8/2/2013","2152.1","2152.1","2159.1","2137.9","2940000"
"8/5/2013","2159.1","2137.9","2166.2","2137.9","1510000"
"8/6/2013","2159.1","2180.3","2180.3","2145","3910000"
"8/7/2013","2222.6","2180.3","2257.9","2166.2","7910000"
"8/8/2013","2215.6","2243.8","2257.9","2208.5","4660000"
"8/9/2013","2208.5","2229.7","2229.7","2194.4","4550000"
"8/12/2013","2208.5","2208.5","2222.6","2201.5","2190000"
"8/13/2013","2215.6","2208.5","2236.7","2194.4","2280000"
"8/14/2013","2229.7","2201.5","2229.7","2201.5","2340000"
"8/15/2013","2265","2229.7","2286.1","2229.7","8580000"
"8/16/2013","2293.2","2250.8","2314.3","2250.8","8590000"
"8/19/2013","2293.2","2293.2","2335.5","2293.2","8840000"
"8/20/2013","2300.2","2293.2","2328.5","2279.1","7530000"
"8/21/2013","2328.5","2300.2","2328.5","2286.1","6750000"
"8/22/2013","2272","2328.5","2328.5","2265","8840000"
"8/23/2013","2250.8","2272","2286.1","2222.6","11200000"
"8/26/2013","2257.9","2250.8","2257.9","2222.6","4380000"
"8/27/2013","2257.9","2257.9","2272","2243.8","2260000"
"8/28/2013","2173.2","2222.6","2229.7","2152.1","8360000"
"8/29/2013","2145","2166.2","2180.3","2130.9","7630000"
"8/30/2013","2201.5","2145","2201.5","2137.9","3150000"
"9/3/2013","2230.6","2245.2","2245.2","2216","2620000"
"9/4/2013","2172.3","2223.3","2223.3","2172.3","3500000"
"9/5/2013","2216","2157.7","2216","2157.7","1860000"
"9/6/2013","2288.9","2201.5","2288.9","2194.2","4410000"
"9/9/2013","2252.5","2288.9","2288.9","2223.3","3950000"
"9/10/2013","2310.8","2252.5","2318.1","2252.5","6320000"
"9/11/2013","2383.7","2332.7","2383.7","2325.4","7590000"
"9/12/2013","2412.9","2383.7","2434.7","2383.7","5010000"
"9/13/2013","2383.7","2412.9","2412.9","2369.1","3890000"
"9/16/2013","2405.6","2398.3","2405.6","2361.8","3840000"
"9/17/2013","2405.6","2405.6","2412.9","2391","4270000"
"9/18/2013","2383.7","2405.6","2412.9","2383.7","4680000"
"9/19/2013","2391","2383.7","2405.6","2383.7","2600000"
"9/20/2013","2405.6","2398.3","2405.6","2376.4","7860000"
"9/23/2013","2551.4","2405.6","2551.4","2383.7","11150000"
"9/24/2013","2514.9","2551.4","2558.6","2514.9","5040000"
"9/25/2013","2485.7","2500.3","2544.1","2485.7","4360000"
"9/26/2013","2536.8","2478.5","2544.1","2449.3","13810000"
"9/27/2013","2551.4","2551.4","2565.9","2529.5","9250000"
"9/30/2013","2558.6","2551.4","2587.8","2551.4","4750000"
"10/1/2013","2522.2","2551.4","2573.2","2522.2","16340000"
"10/2/2013","2536.8","2522.2","2544.1","2522.2","4810000"
"10/3/2013","2514.9","2522.2","2536.8","2507.6","5500000"
"10/4/2013","2565.9","2507.6","2580.5","2500.3","7830000"
"10/7/2013","2646.1","2565.9","2660.7","2551.4","11120000"
"10/8/2013","2653.4","2646.1","2668","2631.5","6640000"
"10/9/2013","2631.5","2631.5","2653.4","2624.2","8100000"
"10/10/2013","2595.1","2631.5","2638.8","2587.8","8230000"
"10/11/2013","2617","2609.7","2631.5","2595.1","7990000"
"10/14/2013","2624.2","2617","2624.2","2609.7","2830000"
"10/15/2013","2638.8","2624.2","2653.4","2624.2","4170000"
"10/16/2013","2631.5","2646.1","2646.1","2624.2","5310000"
"10/17/2013","2631.5","2631.5","2653.4","2631.5","2900000"
"10/18/2013","2631.5","2631.5","2631.5","2617","3700000"
"10/21/2013","2624.2","2631.5","2646.1","2624.2","4400000"
"10/22/2013","2631.5","2624.2","2653.4","2624.2","6150000"
"10/23/2013","2675.3","2653.4","2675.3","2646.1","8610000"
"10/24/2013","2675.3","2689.9","2711.7","2675.3","8410000"
"10/25/2013","2675.3","2697.1","2697.1","2660.7","3300000"
"10/28/2013","2660.7","2682.6","2682.6","2660.7","4800000"
"10/29/2013","2660.7","2646.1","2660.7","2609.7","4430000"
"10/30/2013","2668","2660.7","2675.3","2653.4","3050000"
"10/31/2013","2711.7","2653.4","2733.6","2653.4","6880000"
"11/1/2013","2711.7","2733.6","2733.6","2704.4","2640000"
"11/4/2013","2726.3","2711.7","2726.3","2697.1","2200000"
"11/5/2013","2726.3","2726.3","2733.6","2697.1","2270000"
"11/6/2013","2755.5","2726.3","2755.5","2726.3","3680000"
"11/7/2013","2770","2762.7","2777.3","2762.7","5590000"
"11/8/2013","2770","2770","2784.6","2762.7","2290000"
"11/11/2013","2806.5","2784.6","2806.5","2770","1740000"
"11/12/2013","2791.9","2799.2","2813.8","2777.3","6450000"
"11/13/2013","2755.5","2770","2777.3","2740.9","4300000"
"11/14/2013","2908.5","2770","2908.5","2762.7","3610000"
"11/15/2013","2879.4","2908.5","2908.5","2835.6","3960000"
"11/18/2013","2894","2894","2908.5","2857.5","3180000"
"11/19/2013","2872.1","2894","2908.5","2872.1","3080000"
"11/20/2013","2915.8","2894","2915.8","2872.1","8590000"
"11/21/2013","2879.4","2886.7","2908.5","2879.4","5570000"
"11/22/2013","2879.4","2894","2894","2864.8","2470000"
"11/25/2013","2894","2879.4","2915.8","2879.4","6240000"
"11/26/2013","2952.3","2886.7","2952.3","2886.7","6600000"
"11/27/2013","2930.4","2923.1","2974.1","2923.1","1770000"
"11/28/2013","2937.7","2930.4","2937.7","2879.4","1300000"
"11/29/2013","2937.7","2952.3","2952.3","2930.4","3140000"
"12/2/2013","2937.7","2952.3","2959.6","2937.7","976420"
"12/3/2013","2945","2915.8","2952.3","2915.8","1920000"
"12/4/2013","2930.4","2937.7","2945","2930.4","2630000"
"12/5/2013","2908.5","2923.1","2930.4","2894","3070000"
"12/6/2013","2901.3","2901.3","2915.8","2894","2270000"
"12/9/2013","2857.5","2879.4","2886.7","2842.9","6280000"
"12/10/2013","2857.5","2872.1","2872.1","2842.9","4570000"
"12/11/2013","2835.6","2842.9","2864.8","2828.4","2740000"
"12/12/2013","2821.1","2806.5","2857.5","2806.5","2670000"
